hospital_id,hospital_type,city_region,blood_type,day_of_week,month,season,temperature_c,rainfall_mm,dengue_cases_weekly,road_accidents,emergency_cases,scheduled_surgeries,holiday,blood_donation_camp,current_inventory,expected_demand_units
18,Trauma,Semi-Urban,O+,4,3,Summer,35.2,4.9,4,8,20,8,0,0,210,88
3,Clinic,Urban,O+,1,1,Winter,19.6,7.1,5,9,4,4,0,0,54,36
19,Clinic,Rural,A+,2,1,Winter,17.9,6.4,11,6,0,4,0,0,21,23
21,General,Urban,O+,1,9,Monsoon,24.6,41.1,11,3,5,9,0,1,164,65
4,Clinic,Semi-Urban,B+,5,11,Summer,38.5,22.4,7,10,4,2,0,0,29,28
11,General,Semi-Urban,B+,3,2,Winter,15.9,4.7,5,7,12,6,0,0,122,61
4,Clinic,Semi-Urban,A+,1,7,Monsoon,28.3,90.6,13,13,8,6,0,0,20,48
15,Trauma,Urban,O+,2,2,Winter,17.7,9.3,5,6,18,3,0,0,281,88
24,Trauma,Rural,AB-,7,5,Summer,35.7,14.0,4,7,19,3,0,1,150,66
3,Clinic,Urban,O+,2,10,Summer,32.2,5.9,7,7,3,2,0,0,55,33
10,General,Urban,B+,5,10,Summer,37.2,8.1,3,11,13,10,0,0,165,80
25,General,Semi-Urban,O+,4,12,Winter,22.1,0.7,4,8,15,2,1,0,99,56
8,Clinic,Rural,A+,2,4,Summer,37.0,16.2,6,5,4,5,0,0,20,31
4,Clinic,Semi-Urban,A+,3,12,Winter,18.5,9.2,8,6,5,4,0,1,45,32
13,Clinic,Rural,B-,1,10,Summer,32.7,14.1,8,12,5,0,1,0,25,25
13,Clinic,Rural,B+,6,5,Summer,42.0,12.7,5,9,5,3,0,0,28,29
17,Trauma,Semi-Urban,O+,3,4,Summer,31.0,19.9,12,11,14,3,0,0,150,83
8,Clinic,Rural,B+,4,2,Winter,20.6,5.1,6,3,2,4,0,0,20,24
24,Trauma,Rural,O+,2,12,Winter,19.0,7.2,2,13,23,6,0,1,158,79
14,Trauma,Semi-Urban,O+,6,3,Summer,33.8,10.7,3,9,13,1,0,0,199,68
8,Clinic,Rural,O+,2,4,Summer,34.6,15.1,5,9,7,3,0,0,20,30
25,General,Semi-Urban,B+,4,5,Summer,32.5,10.3,2,8,6,4,0,0,86,51
24,Trauma,Rural,A+,7,2,Winter,19.3,1.0,5,9,14,3,0,0,150,63
13,Clinic,Rural,B+,5,10,Summer,35.0,4.2,12,8,5,4,0,0,26,34
1,Trauma,Rural,O-,5,9,Monsoon,35.0,46.8,14,6,20,6,0,0,150,76
15,Trauma,Urban,O+,7,2,Winter,21.2,0.9,2,8,8,1,0,0,276,76
14,Trauma,Semi-Urban,B+,2,2,Winter,19.5,3.5,5,7,19,5,0,0,185,79
4,Clinic,Semi-Urban,O+,7,1,Winter,19.7,6.0,5,10,9,3,0,0,32,39
16,General,Semi-Urban,O+,4,12,Winter,23.5,2.0,2,15,19,11,0,0,82,83
22,Clinic,Urban,O+,3,6,Monsoon,24.1,15.6,9,10,5,2,0,0,43,37
3,Clinic,Urban,O+,2,8,Monsoon,26.5,42.9,12,11,3,2,0,0,52,41
19,Clinic,Rural,AB+,6,2,Winter,12.3,2.5,6,9,3,3,0,0,20,29
4,Clinic,Semi-Urban,O+,7,3,Summer,35.7,19.8,3,8,4,4,0,0,28,33
19,Clinic,Rural,B+,5,7,Monsoon,29.5,82.6,15,14,3,1,0,0,22,34
11,General,Semi-Urban,B+,1,3,Summer,31.0,11.4,9,10,13,11,0,0,118,70
1,Trauma,Rural,A+,4,8,Monsoon,31.3,110.9,13,18,26,5,0,0,150,92
25,General,Semi-Urban,A+,6,12,Winter,15.8,6.3,6,14,10,1,1,0,89,56
5,General,Urban,B+,3,4,Summer,33.0,31.3,5,11,10,6,0,0,134,70
15,Trauma,Urban,B+,6,8,Monsoon,27.4,51.7,13,17,33,1,0,0,251,120
5,General,Urban,A+,5,11,Summer,38.8,10.7,6,8,10,5,0,0,115,68
24,Trauma,Rural,B+,1,11,Summer,31.4,7.0,3,7,15,3,0,0,150,61
19,Clinic,Rural,B+,4,1,Winter,18.9,4.3,4,13,6,4,0,0,20,35
21,General,Urban,O+,2,2,Winter,20.3,0.5,7,10,10,13,0,1,164,83
11,General,Semi-Urban,A+,4,12,Winter,19.7,10.6,6,3,12,6,0,0,117,61
12,General,Urban,B+,3,12,Winter,19.8,4.6,3,5,10,5,0,0,146,65
16,General,Semi-Urban,O+,6,4,Summer,36.3,14.5,5,9,9,5,0,0,80,59
20,General,Urban,A+,7,7,Monsoon,25.3,43.9,12,14,18,6,0,0,135,89
22,Clinic,Urban,B+,4,7,Monsoon,32.1,58.2,18,14,7,4,0,0,38,53
1,Trauma,Rural,O-,4,9,Monsoon,26.7,26.1,7,8,12,5,0,1,150,63
17,Trauma,Semi-Urban,B+,5,10,Summer,33.3,5.6,3,5,11,1,0,0,173,63
3,Clinic,Urban,B+,5,5,Summer,38.0,22.1,11,9,2,0,0,1,80,34
8,Clinic,Rural,B-,5,11,Summer,32.1,2.3,13,9,4,2,0,0,20,27
21,General,Urban,B+,6,1,Winter,19.0,12.1,6,10,10,2,0,0,168,65
7,Trauma,Urban,B+,7,1,Winter,15.8,7.2,1,13,16,3,0,0,202,88
20,General,Urban,B+,6,12,Winter,25.6,4.1,8,9,12,2,0,1,166,67
12,General,Urban,O+,1,3,Summer,40.9,5.2,5,8,7,0,1,0,160,55
6,General,Urban,B+,4,12,Winter,17.7,5.2,6,4,6,6,0,1,161,58
9,General,Urban,O+,4,4,Summer,35.6,17.1,5,4,5,5,0,0,100,59
14,Trauma,Semi-Urban,A+,4,5,Summer,34.0,6.8,4,5,18,3,0,0,187,78
20,General,Urban,A+,4,1,Winter,17.0,4.6,4,7,8,5,0,0,154,64
16,General,Semi-Urban,O-,6,12,Winter,18.4,2.5,7,10,8,1,0,1,108,54
24,Trauma,Rural,B+,3,5,Summer,33.9,1.7,6,7,12,1,1,0,150,56
22,Clinic,Urban,B+,2,3,Summer,29.4,3.6,4,6,3,2,0,0,49,27
19,Clinic,Rural,O-,4,6,Monsoon,27.8,170.3,21,14,5,1,1,0,20,38
16,General,Semi-Urban,O+,6,2,Winter,17.9,2.2,5,9,5,2,0,0,97,49
8,Clinic,Rural,B+,3,10,Summer,34.9,6.1,4,9,7,1,0,0,20,29
11,General,Semi-Urban,O+,1,1,Winter,17.8,3.5,10,13,10,7,0,0,116,67
3,Clinic,Urban,B-,7,6,Monsoon,25.9,9.6,8,20,8,1,0,0,55,46
10,General,Urban,O+,2,5,Summer,36.6,11.3,7,9,10,6,0,0,147,69
24,Trauma,Rural,A+,5,1,Winter,19.6,3.7,5,6,15,6,0,0,150,67
11,General,Semi-Urban,O+,6,1,Winter,22.2,5.1,5,13,8,2,0,0,104,58
3,Clinic,Urban,A-,2,7,Monsoon,28.5,32.7,5,13,3,3,0,0,60,36
17,Trauma,Semi-Urban,O+,3,5,Summer,33.4,6.7,5,11,13,3,0,0,171,76
25,General,Semi-Urban,A+,2,2,Winter,19.9,3.6,4,6,6,3,0,0,96,49
22,Clinic,Urban,O+,2,2,Winter,12.1,1.3,7,8,5,3,0,0,49,38
7,Trauma,Urban,O-,2,10,Summer,40.3,13.5,3,11,22,2,1,0,228,93
12,General,Urban,O-,2,9,Monsoon,27.8,88.1,15,6,9,3,0,0,160,68
14,Trauma,Semi-Urban,O+,4,8,Monsoon,33.6,8.7,10,12,28,5,0,0,187,100
7,Trauma,Urban,A-,4,11,Summer,31.4,21.7,5,10,14,4,0,0,205,91
7,Trauma,Urban,O+,1,1,Winter,14.6,1.4,1,10,13,3,0,0,223,89
6,General,Urban,AB-,6,9,Monsoon,28.1,82.9,13,12,7,0,0,0,157,67
25,General,Semi-Urban,O+,5,10,Summer,35.1,37.5,9,6,5,8,0,1,119,58
19,Clinic,Rural,A+,1,3,Summer,35.0,5.3,6,8,5,5,0,0,20,30
22,Clinic,Urban,A+,6,7,Monsoon,27.6,111.5,18,9,3,1,0,1,71,41
21,General,Urban,AB+,1,10,Summer,32.1,43.9,10,8,9,6,0,1,167,69
24,Trauma,Rural,B-,4,8,Monsoon,22.5,123.3,18,7,18,5,0,0,150,76
3,Clinic,Urban,B-,4,3,Summer,34.8,25.0,10,12,4,5,0,0,47,42
23,General,Semi-Urban,A+,4,8,Monsoon,23.2,29.6,4,13,7,4,0,0,110,61
2,Trauma,Semi-Urban,A+,7,10,Summer,29.9,31.2,9,16,25,6,0,0,209,99
12,General,Urban,O+,7,1,Winter,16.9,0.5,4,8,6,4,0,0,151,61
15,Trauma,Urban,A+,2,7,Monsoon,28.3,117.5,20,9,12,2,0,0,254,96
9,General,Urban,AB+,5,7,Monsoon,33.0,80.4,11,19,14,6,0,0,84,87
4,Clinic,Semi-Urban,B-,7,5,Summer,36.9,8.6,2,12,0,0,0,0,36,24
5,General,Urban,A-,6,1,Winter,22.3,2.1,4,12,11,4,0,0,135,68
21,General,Urban,B+,7,2,Winter,20.0,5.1,7,12,12,4,0,0,161,71
8,Clinic,Rural,A+,4,10,Summer,35.1,5.9,3,10,1,4,0,0,20,25
8,Clinic,Rural,B-,2,10,Summer,41.5,7.7,5,11,7,1,0,0,20,32
24,Trauma,Rural,A+,4,6,Monsoon,23.0,118.1,17,8,22,4,0,0,150,80
4,Clinic,Semi-Urban,AB+,6,12,Winter,16.8,6.9,3,11,6,2,0,0,31,34
23,General,Semi-Urban,B-,7,12,Winter,17.0,2.9,2,8,4,3,0,0,113,50
24,Trauma,Rural,O+,5,8,Monsoon,29.7,219.9,31,18,29,7,0,0,150,108
15,Trauma,Urban,O+,5,7,Monsoon,24.1,92.0,13,8,18,6,0,0,282,103
5,General,Urban,O+,4,12,Winter,20.3,3.4,5,6,11,8,0,0,116,71
4,Clinic,Semi-Urban,B-,3,8,Monsoon,28.7,320.0,38,22,9,5,0,0,20,71
8,Clinic,Rural,A+,3,12,Winter,20.4,4.3,5,11,7,2,0,0,20,31
15,Trauma,Urban,A+,4,12,Winter,20.4,11.5,4,8,15,2,1,0,267,87
4,Clinic,Semi-Urban,A+,6,3,Summer,38.6,55.9,15,18,9,0,0,0,20,49
12,General,Urban,B+,4,8,Monsoon,26.9,30.6,8,5,8,5,0,0,154,64
3,Clinic,Urban,O+,6,9,Monsoon,28.6,43.4,8,15,2,3,0,0,57,38
14,Trauma,Semi-Urban,O-,1,10,Summer,31.8,2.2,8,11,17,2,0,0,191,81
1,Trauma,Rural,O-,6,5,Summer,31.1,18.8,9,12,21,2,0,0,150,73
18,Trauma,Semi-Urban,A+,4,11,Summer,39.3,19.0,5,8,21,1,1,0,202,77
2,Trauma,Semi-Urban,A+,7,6,Monsoon,24.6,52.0,6,11,28,2,0,0,230,89
5,General,Urban,B+,4,5,Summer,35.9,0.9,4,12,13,5,0,0,118,77
5,General,Urban,O+,4,2,Winter,19.6,4.4,4,7,8,9,0,0,114,68
21,General,Urban,AB-,1,4,Summer,37.5,2.4,4,4,10,7,0,0,161,67
2,Trauma,Semi-Urban,O+,6,12,Winter,13.0,2.7,6,10,15,5,0,0,211,80
11,General,Semi-Urban,B+,5,9,Monsoon,29.7,136.9,19,17,9,5,0,0,105,74
15,Trauma,Urban,O+,7,9,Monsoon,26.8,90.3,13,13,24,3,0,0,243,109
13,Clinic,Rural,B+,1,11,Summer,32.2,24.2,12,7,3,0,0,0,32,23
18,Trauma,Semi-Urban,O+,2,4,Summer,33.2,9.1,5,7,16,3,0,0,198,78
21,General,Urban,B+,7,8,Monsoon,30.1,45.1,5,16,20,4,0,0,148,86
10,General,Urban,O+,1,5,Summer,36.2,5.0,4,10,7,9,0,0,151,70
21,General,Urban,A+,4,11,Summer,33.6,19.1,6,16,16,5,0,0,166,82
8,Clinic,Rural,A-,3,6,Monsoon,23.6,76.2,12,7,5,4,0,0,20,34
25,General,Semi-Urban,B+,7,11,Summer,30.8,5.7,3,7,6,1,0,1,136,45
13,Clinic,Rural,A-,6,9,Monsoon,29.3,106.4,14,13,2,1,0,0,25,33
19,Clinic,Rural,A+,7,10,Summer,30.2,2.0,3,5,2,0,0,1,46,17
22,Clinic,Urban,B+,3,12,Winter,17.6,3.4,3,9,3,0,1,1,74,28
20,General,Urban,O-,5,10,Summer,42.0,13.9,6,8,8,6,0,0,147,68
22,Clinic,Urban,B+,5,4,Summer,35.4,15.4,12,9,2,3,0,0,49,36
14,Trauma,Semi-Urban,A+,7,7,Monsoon,29.2,220.8,35,17,33,1,0,0,177,117
2,Trauma,Semi-Urban,O+,1,6,Monsoon,23.8,63.6,11,8,20,5,0,0,232,88
13,Clinic,Rural,A+,7,1,Winter,14.3,4.0,7,13,5,2,0,0,20,32
5,General,Urban,B+,3,8,Monsoon,29.4,112.1,17,11,12,4,0,0,111,79
23,General,Semi-Urban,A+,1,6,Monsoon,26.2,76.9,13,10,15,5,0,0,116,69
6,General,Urban,O+,5,5,Summer,37.5,3.5,4,8,8,9,0,1,178,71
6,General,Urban,A-,6,2,Winter,18.4,5.9,7,12,6,1,0,0,161,64
7,Trauma,Urban,A+,1,7,Monsoon,37.7,7.8,3,6,14,6,0,0,202,89
17,Trauma,Semi-Urban,A+,1,7,Monsoon,25.6,29.3,12,7,15,7,0,0,161,85
15,Trauma,Urban,O+,7,2,Winter,19.2,2.4,7,9,17,0,0,0,252,89
24,Trauma,Rural,AB-,7,8,Monsoon,24.6,29.2,3,11,21,2,0,0,150,70
11,General,Semi-Urban,A+,2,3,Summer,37.4,11.7,8,3,3,4,0,0,117,48
8,Clinic,Rural,A+,7,2,Winter,19.6,7.4,8,7,2,2,0,0,20,23
2,Trauma,Semi-Urban,AB-,7,5,Summer,31.4,41.3,10,14,31,2,0,0,200,102
1,Trauma,Rural,O-,7,5,Summer,33.3,10.8,6,14,26,1,0,0,150,79
10,General,Urban,A+,2,11,Summer,38.4,14.9,5,13,3,5,0,0,153,61
24,Trauma,Rural,A+,5,1,Winter,22.1,3.3,3,6,12,7,0,0,150,63
14,Trauma,Semi-Urban,O+,7,5,Summer,30.1,10.3,5,13,18,1,1,0,184,78
23,General,Semi-Urban,A-,7,9,Monsoon,25.9,75.1,16,10,14,8,0,0,102,74
3,Clinic,Urban,O+,5,3,Summer,39.8,36.2,4,7,2,2,0,0,58,30
3,Clinic,Urban,O+,2,12,Winter,17.8,0.3,6,16,9,2,0,0,59,46
21,General,Urban,A+,1,9,Monsoon,27.9,152.0,15,8,3,5,0,0,151,66
3,Clinic,Urban,O+,2,12,Winter,21.4,1.5,5,4,2,4,0,0,55,31
2,Trauma,Semi-Urban,AB+,1,12,Winter,14.3,2.6,11,6,18,6,0,0,226,84
11,General,Semi-Urban,AB+,2,2,Winter,15.5,1.0,3,10,8,12,0,0,115,68
24,Trauma,Rural,A+,1,6,Monsoon,26.3,25.8,5,15,25,4,0,0,150,84
18,Trauma,Semi-Urban,O+,6,9,Monsoon,30.9,168.6,25,23,33,5,0,0,215,125
3,Clinic,Urban,A+,5,1,Winter,21.4,1.8,7,12,4,4,0,0,47,40
21,General,Urban,A+,4,6,Monsoon,29.5,82.1,13,13,12,11,0,0,141,85
22,Clinic,Urban,O-,6,9,Monsoon,26.9,115.8,10,13,5,2,0,0,43,42
21,General,Urban,B+,3,10,Summer,37.7,32.1,5,5,10,5,0,0,145,66
23,General,Semi-Urban,B-,3,5,Summer,33.8,3.4,4,6,4,8,0,0,101,51
6,General,Urban,O+,2,11,Summer,36.0,33.6,11,13,16,8,0,0,154,87
25,General,Semi-Urban,O+,4,9,Monsoon,30.0,97.3,7,11,9,8,0,0,80,66
9,General,Urban,O-,2,1,Winter,23.4,3.8,4,5,5,0,1,0,104,49
21,General,Urban,A+,5,4,Summer,34.1,8.6,8,7,6,9,0,1,191,69
15,Trauma,Urban,B+,7,12,Winter,17.2,2.2,5,13,15,1,0,0,276,92
20,General,Urban,A-,4,1,Winter,22.2,0.6,5,6,11,5,0,0,150,66
16,General,Semi-Urban,O+,3,2,Winter,22.4,7.8,4,3,7,6,0,1,107,52
17,Trauma,Semi-Urban,B+,5,5,Summer,32.7,3.1,6,7,12,4,0,1,205,74
16,General,Semi-Urban,B+,6,12,Winter,15.0,1.9,4,12,14,3,0,0,91,63
20,General,Urban,A+,4,9,Monsoon,31.0,168.9,24,13,7,8,0,0,122,81
19,Clinic,Rural,O+,2,2,Winter,13.4,2.9,5,8,3,0,0,0,23,18
4,Clinic,Semi-Urban,O+,5,5,Summer,29.2,4.0,3,15,6,4,0,0,27,42
21,General,Urban,B+,2,12,Winter,17.5,5.9,7,8,9,8,0,1,175,72
14,Trauma,Semi-Urban,O+,7,3,Summer,34.3,7.6,10,10,14,2,0,0,184,75
9,General,Urban,O+,3,7,Monsoon,23.8,49.4,9,7,7,5,0,0,99,65
13,Clinic,Rural,A+,3,6,Monsoon,27.7,25.6,6,14,6,1,0,0,29,33
25,General,Semi-Urban,O+,6,10,Summer,34.8,7.1,4,14,14,5,0,0,95,68
22,Clinic,Urban,O+,1,10,Summer,32.6,8.4,3,9,3,1,1,0,53,26
21,General,Urban,O+,2,10,Summer,40.1,16.1,12,10,9,1,0,0,149,68
12,General,Urban,O+,1,2,Winter,19.3,1.6,4,4,5,3,0,0,152,58
20,General,Urban,O+,3,6,Monsoon,30.4,192.2,26,17,16,3,0,0,121,93
10,General,Urban,A+,4,9,Monsoon,22.6,172.1,5,9,12,2,0,0,146,69
18,Trauma,Semi-Urban,B+,2,6,Monsoon,22.6,172.0,28,19,38,4,0,0,197,124
16,General,Semi-Urban,O+,3,9,Monsoon,28.4,92.3,7,7,4,6,0,0,85,52
7,Trauma,Urban,B+,6,8,Monsoon,32.6,138.4,20,22,39,1,0,0,210,133
7,Trauma,Urban,B+,7,5,Summer,31.0,18.4,13,9,9,2,0,0,205,87
2,Trauma,Semi-Urban,O+,1,2,Winter,18.4,6.5,5,10,16,2,0,0,211,79
4,Clinic,Semi-Urban,A-,5,12,Winter,14.3,7.0,4,7,3,4,0,0,35,31
11,General,Semi-Urban,O+,1,10,Summer,31.8,19.0,9,8,5,3,0,0,125,52
12,General,Urban,O-,4,11,Summer,34.6,19.3,4,4,8,7,0,0,144,68
5,General,Urban,O+,7,4,Summer,32.5,18.1,9,16,11,3,0,1,150,73
11,General,Semi-Urban,O+,6,4,Summer,30.1,19.4,4,13,9,4,0,0,105,58
16,General,Semi-Urban,B+,2,4,Summer,30.0,12.0,5,11,13,5,0,0,83,67
6,General,Urban,O-,2,1,Winter,12.3,1.9,5,5,7,8,0,0,155,65
9,General,Urban,O+,6,3,Summer,35.4,4.2,8,16,15,4,0,0,100,80
10,General,Urban,A+,6,4,Summer,35.8,3.2,5,14,18,2,0,1,181,76
13,Clinic,Rural,O+,2,12,Winter,19.8,1.3,5,3,4,2,0,0,24,25
10,General,Urban,A+,1,3,Summer,31.3,23.4,8,9,9,8,0,0,158,74
19,Clinic,Rural,O+,4,7,Monsoon,30.0,210.9,28,17,8,3,0,0,20,52
9,General,Urban,B+,5,7,Monsoon,29.1,131.4,14,19,17,5,0,0,80,91
11,General,Semi-Urban,O-,4,5,Summer,34.0,13.9,5,9,8,11,0,0,100,64
10,General,Urban,A+,7,12,Winter,17.5,0.6,3,11,12,3,0,0,169,69
5,General,Urban,B+,6,2,Winter,16.1,3.0,1,8,6,4,0,0,126,57
18,Trauma,Semi-Urban,A+,6,11,Summer,34.6,6.5,5,9,19,1,0,0,198,78
6,General,Urban,A+,1,9,Monsoon,31.9,48.2,11,7,7,3,0,0,150,65
8,Clinic,Rural,O+,6,4,Summer,37.4,12.6,7,11,1,4,0,0,20,27
20,General,Urban,A+,6,10,Summer,33.2,18.6,5,12,10,2,0,0,139,66
24,Trauma,Rural,A+,3,6,Monsoon,28.6,83.6,16,12,17,3,0,0,150,76
17,Trauma,Semi-Urban,B-,5,12,Winter,14.7,13.2,6,10,23,6,0,0,150,92
23,General,Semi-Urban,O+,6,1,Winter,20.2,3.9,4,14,13,11,0,0,104,75
22,Clinic,Urban,O+,7,1,Winter,15.5,0.5,3,12,5,5,0,0,45,41
13,Clinic,Rural,AB+,4,7,Monsoon,29.1,248.2,31,8,1,2,0,0,24,40
20,General,Urban,A+,1,12,Winter,26.9,3.2,6,8,10,6,0,0,143,68
9,General,Urban,A+,5,1,Winter,16.3,8.7,5,6,6,4,0,0,116,60
12,General,Urban,A-,5,10,Summer,42.0,3.1,4,11,12,13,0,0,133,82
14,Trauma,Semi-Urban,O+,1,12,Winter,19.5,1.6,5,10,17,4,0,0,204,81
25,General,Semi-Urban,A+,6,6,Monsoon,24.8,34.2,5,13,13,2,0,0,98,63
22,Clinic,Urban,O+,2,11,Summer,31.6,23.0,6,11,6,2,0,0,56,34
13,Clinic,Rural,O+,7,10,Summer,41.1,27.2,13,14,5,2,0,0,25,40
17,Trauma,Semi-Urban,O+,4,3,Summer,35.5,16.9,5,9,14,1,0,0,174,73
6,General,Urban,B+,3,11,Summer,32.3,14.3,2,9,4,6,0,0,153,58
21,General,Urban,AB+,1,9,Monsoon,26.4,15.9,10,11,11,5,0,0,162,73
14,Trauma,Semi-Urban,O+,1,1,Winter,19.3,1.8,4,8,14,1,0,0,199,66
14,Trauma,Semi-Urban,O+,6,7,Monsoon,27.0,51.6,13,10,23,1,0,0,173,85
20,General,Urban,B+,3,8,Monsoon,28.0,20.2,4,5,8,10,0,0,129,69
16,General,Semi-Urban,O+,6,10,Summer,39.3,10.7,7,8,9,1,0,1,117,53
2,Trauma,Semi-Urban,B+,2,10,Summer,30.6,17.2,5,13,23,2,0,0,211,87
8,Clinic,Rural,B+,7,6,Monsoon,28.9,148.8,16,18,5,0,0,0,20,41
5,General,Urban,B-,7,4,Summer,33.8,18.1,7,12,10,3,0,1,139,69
19,Clinic,Rural,A+,1,3,Summer,32.5,9.1,5,16,4,0,0,0,20,30
1,Trauma,Rural,O+,5,2,Winter,21.2,2.1,1,7,11,6,0,0,150,61
6,General,Urban,O+,7,8,Monsoon,22.6,69.3,15,13,14,2,0,0,146,78
15,Trauma,Urban,A+,3,12,Winter,10.9,3.0,4,9,15,4,0,0,274,88
18,Trauma,Semi-Urban,A+,1,1,Winter,18.7,1.2,6,8,15,4,0,0,213,79
13,Clinic,Rural,O+,7,9,Monsoon,26.6,57.2,8,24,4,1,0,0,25,44
22,Clinic,Urban,A+,4,8,Monsoon,22.9,49.4,9,16,7,2,0,0,44,46
23,General,Semi-Urban,B+,1,3,Summer,28.9,33.4,7,10,4,10,0,0,99,63
4,Clinic,Semi-Urban,O+,6,3,Summer,39.8,22.6,12,15,5,2,0,0,28,44
24,Trauma,Rural,O+,5,4,Summer,35.4,17.1,9,12,20,6,0,0,150,80
16,General,Semi-Urban,O+,1,9,Monsoon,27.1,38.2,7,11,11,5,0,0,80,66
16,General,Semi-Urban,B+,2,4,Summer,40.6,19.6,9,6,10,5,0,0,80,58
3,Clinic,Urban,O+,1,10,Summer,37.1,6.0,6,11,3,3,0,0,58,36
16,General,Semi-Urban,A+,7,5,Summer,39.3,19.8,8,14,13,2,0,0,83,66
19,Clinic,Rural,B+,1,2,Winter,14.5,2.7,4,7,4,5,0,0,24,25
15,Trauma,Urban,O+,6,2,Winter,14.3,7.3,9,11,16,3,0,0,251,98
3,Clinic,Urban,O-,4,5,Summer,35.9,3.0,7,5,3,4,0,0,62,29
14,Trauma,Semi-Urban,B+,5,5,Summer,35.2,19.1,5,6,12,3,0,0,206,71
24,Trauma,Rural,O+,6,9,Monsoon,30.7,186.5,28,8,26,3,0,0,150,89
19,Clinic,Rural,O-,7,6,Monsoon,22.1,70.6,11,13,8,1,0,0,21,38
4,Clinic,Semi-Urban,A+,1,2,Winter,20.1,2.6,3,10,3,2,0,1,61,30
24,Trauma,Rural,O+,1,3,Summer,37.0,11.5,9,10,18,1,0,0,150,66
24,Trauma,Rural,O+,1,7,Monsoon,29.8,119.7,23,5,17,3,0,0,150,71
5,General,Urban,A-,5,5,Summer,32.8,7.1,6,10,7,4,0,0,130,65
21,General,Urban,O-,4,9,Monsoon,28.6,46.6,5,7,8,7,0,1,179,69
11,General,Semi-Urban,O+,1,12,Winter,15.7,10.5,1,10,4,4,0,0,113,48
15,Trauma,Urban,O+,2,5,Summer,33.1,8.8,7,9,16,2,0,0,281,93
12,General,Urban,O+,4,7,Monsoon,23.9,79.1,12,7,9,2,0,0,148,65
20,General,Urban,AB+,6,10,Summer,31.7,7.9,4,15,20,2,0,0,144,77
25,General,Semi-Urban,A+,3,3,Summer,33.3,17.9,8,5,4,4,0,1,129,48
20,General,Urban,O+,7,7,Monsoon,25.5,49.3,9,12,7,3,0,0,134,67
24,Trauma,Rural,AB+,7,4,Summer,31.7,10.3,3,15,17,5,0,0,150,72
24,Trauma,Rural,B+,6,8,Monsoon,23.1,163.7,24,19,22,1,0,0,150,90
3,Clinic,Urban,O+,4,9,Monsoon,32.9,149.5,16,12,3,2,0,0,45,42
7,Trauma,Urban,B+,7,2,Winter,16.5,2.5,10,8,21,5,0,0,210,105
19,Clinic,Rural,AB+,6,3,Summer,35.0,11.7,12,9,6,2,0,0,20,35
15,Trauma,Urban,O+,4,1,Winter,12.7,1.5,5,9,14,1,0,0,277,90
2,Trauma,Semi-Urban,A-,4,1,Winter,22.1,3.3,6,8,19,6,0,0,238,88
3,Clinic,Urban,B+,6,1,Winter,18.5,11.9,5,13,6,3,0,1,80,40
14,Trauma,Semi-Urban,A+,4,9,Monsoon,25.7,142.7,32,21,30,3,0,0,193,123
16,General,Semi-Urban,O+,2,11,Summer,32.7,5.2,8,6,7,3,1,0,84,48
5,General,Urban,B+,7,5,Summer,36.6,2.6,6,11,10,2,0,0,131,66
5,General,Urban,O+,1,11,Summer,25.1,5.3,7,17,7,1,1,0,136,65
4,Clinic,Semi-Urban,B+,5,9,Monsoon,24.5,29.0,7,8,4,4,0,1,62,35
15,Trauma,Urban,A+,5,10,Summer,33.6,10.3,7,10,28,3,0,0,264,104
1,Trauma,Rural,B+,5,9,Monsoon,26.6,173.1,23,15,31,3,0,0,150,98
15,Trauma,Urban,O+,1,3,Summer,41.5,10.4,4,15,17,3,0,0,268,97
12,General,Urban,AB-,4,7,Monsoon,26.0,49.8,6,15,7,8,0,0,162,77
12,General,Urban,O+,7,7,Monsoon,30.0,64.4,17,18,13,1,0,0,136,80
17,Trauma,Semi-Urban,AB+,2,8,Monsoon,32.4,117.7,23,9,27,5,0,0,150,103
14,Trauma,Semi-Urban,A+,5,10,Summer,36.0,13.1,8,7,13,4,0,0,201,76
19,Clinic,Rural,A+,7,2,Winter,16.0,1.6,1,13,4,1,0,0,20,25
20,General,Urban,A-,7,9,Monsoon,23.1,143.3,22,13,11,2,0,1,172,77
24,Trauma,Rural,AB+,4,10,Summer,36.2,4.5,6,7,13,4,0,0,150,61
20,General,Urban,O-,3,2,Winter,22.9,3.5,6,8,10,5,0,0,154,66
13,Clinic,Rural,O-,5,5,Summer,35.6,7.8,4,9,4,2,0,0,30,26
13,Clinic,Rural,A+,4,11,Summer,37.7,9.7,11,10,3,7,0,0,20,39
6,General,Urban,O+,5,1,Winter,25.8,1.3,12,10,11,5,0,0,163,75
15,Trauma,Urban,O+,6,2,Winter,20.5,3.4,7,19,28,3,0,0,259,115
4,Clinic,Semi-Urban,A+,5,10,Summer,30.7,4.2,4,8,2,1,0,0,36,24
24,Trauma,Rural,B+,2,3,Summer,34.2,7.4,9,9,22,3,0,0,150,73
22,Clinic,Urban,A+,6,9,Monsoon,31.1,67.6,6,14,5,1,0,0,45,40
3,Clinic,Urban,O+,4,11,Summer,33.3,5.6,8,9,2,2,0,0,57,33
20,General,Urban,O+,7,6,Monsoon,31.5,193.6,29,21,21,8,0,0,115,111
3,Clinic,Urban,A+,5,6,Monsoon,26.8,54.4,10,12,3,3,0,0,59,38
